title,link,press
코로나 장기화… 비대면 의료 플랫폼 대안 되나,http://www.seoulwire.com/news/articleView.html?idxno=458388,서울와이어
길어지는 코로나 짙어진 코로나블루,http://www.mdilbo.com/detail/5yPgc8/660184,무등일보
코로나 IN&OUT 겨울 즐기기 ③,http://woman.chosun.com/news/articleView.html?idxno=92977,여성조선
코로나 블루 달래줄 성탄절 트리,http://yna.kr/PYH20211223204800013?did=1196m,연합뉴스
"네이쳐블루, 성결대에 2500만 상당 손소독제 기부",http://www.dhnews.co.kr/news/articleView.html?idxno=201668,대학저널
2021년 메디게이트뉴스 독자들이 가장 많이 본 기사는 '코로나 백신 이상반응...,http://www.medigatenews.com/news/1725530081,메디게이트뉴스
"삼성전자, '코로나 극복' 선별진료차 달리고…협력사에 2200억 대출",http://news.mk.co.kr/newsRead.php?no=1207457&year=2021,매일경제
탈잉·아토머스 맞손…코로나블루 치료할 '정신건강 콘텐츠' 만든다,http://news.mt.co.kr/mtview.php?no=2021122408495214405,머니투데이
‘코로나와 비만’ 조사해보니 국민 40%가 살쪘다…네티즌 “확 찐 자는 뜨끔...,https://weekly.cnbnews.com/news/article.html?no=141333,CNB저널(문화경제)
미확진자도 ‘코로나 블루’···신앙생활로 심리방역,http://www.cpbc.co.kr/CMS/news/view_body.php?cid=816042&path=202112,가톨릭평화방송·평화신문
[2021정유·화학 결산] 코로나19 기저효과로 실적 고공행진…ESG 경영 등 체질...,http://www.metroseoul.co.kr/article/20211230500126,메트로신문
"굿바이 2021…코로나 블루, 춤으로 위로 받다",http://www.edaily.co.kr/news/newspath.asp?newsid=03548966629282784,이데일리
"'○○○' 키우는 사람들, 코로나블루 덜 느껴",https://health.chosun.com/site/data/html_dir/2021/12/20/2021122001310.html,헬스조선언론사 선정
"양승조 충남지사 ""올해 코로나19 대응 주력·민생경제 회복에 집중""",https://www.asiatoday.co.kr/view.php?key=20211227010015844,아시아투데이
"""코로나發 불면·우울증 만성될라"" 극복하려면 이렇게 하세요",http://news.heraldcorp.com/view.php?ud=20211227000625,헤럴드경제
체코 고성에서 왕처럼 쉬고 귀족처럼 마시며 코로나 블루 떨쳐볼까,http://www.sportsseoul.com/news/read/1086260?ref=naver,스포츠서울
"[신년사] 김호빈 중부발전 사장 ""재생에너지 확대·블루수소 등 미래 향한 도...",https://www.ekn.kr/web/view.php?key=20211231010005298,에너지경제
심리방역 절실…‘코로나 블루' 치유사업 강화,http://sjbnews.com/news/news.php?number=731730,새전북신문
코로나 블루로부터 건강 지켜줄 '웰니스 서비스' 인기,http://www.epnc.co.kr/news/articleView.html?idxno=218286,테크월드
[정균화칼럼] ‘코로나 블루’,https://www.asiatime.co.kr/article/20211224500209,아시아타임즈
"어두운 밤하늘 별이 반짝이듯, 코로나 블루 달래주는 빛의 향연",http://yna.kr/PYH20211223206300013?did=1196m,연합뉴스
9와 숫자들 새 앨범 ‘토털리 블루’…코로나19 시대의 안부와 위로,http://sports.khan.co.kr/news/sk_index.html?art_id=202112231930003&sec_id=540301&pt=nv,스포츠경향
"롯데지주, 코로나 전담 의료진 물심양면 지원",http://news.mk.co.kr/newsRead.php?no=1207456&year=2021,매일경제
"[기획] 절반이상 확찐 3040, 코로나 블루로 운다",http://www.dt.co.kr/contents.html?article_no=2021121502100151040001&ref=naver,디지털타임스언론사 선정
"롯데, 장애인 인식개선 슈퍼블루 마라톤 열고 이웃사랑 실천",https://www.news1.kr/articles/?4535713,뉴스1
"광양매화축제, 내달 개최 여부, 코로나 추이맞춰 확정",http://www.sentv.co.kr/news/view/608320,서울경제TV
‘현대 블루 프라이즈 디자인 2021’ 첫 번째 수상자 심소미 큐레이터,https://www.jungle.co.kr/magazine/203733,디자인정글
벼랑 끝으로 몰린 자영업자들…코로나 블루 넘어 '블랙아웃',https://www.nocutnews.co.kr/news/5677895,노컷뉴스
"[2021년 결산]코로나19 충북교육계 혼란…원격수업, 학습격차 실감",http://www.newsis.com/view/?id=NISX20211222_0001698079&cID=10806&pID=10800,뉴시스
코로나 속 맞는 크리스마스…OTT서 각양각색 콘텐츠 즐겨볼까,http://yna.kr/AKR20211224144300005?did=1195m,연합뉴스
"2022년 복종별 경기전망 - 길어진 코로나, 성장 돌파구 찾는 데 매진",http://www.ktnews.com/news/articleView.html?idxno=122095,한국섬유신문
"[영상] '스파이더맨', 코로나블루 뚫고 날았다…개봉 첫날 63만명",http://yna.kr/AKR20211216152700534?did=1195m,연합뉴스
코로나 블루 날릴 ‘한정판 양주’ 봇물,http://www.fnnews.com/news/202112211707439731,파이낸셜뉴스
“코로나19 백신 접종 완료자는 격리기간 줄여야”,http://www.segye.com/content/html/2021/12/25/20211225502877.html?OutUrl=naver,세계일보
“코로나 장기화로 가정이 ‘어린이 인권 사각지대’ 되고 있죠”,https://www.hani.co.kr/arti/area/capital/1024424.html,한겨레
[속보]뉴욕증시 동반상승…코로나 사태 완화 기대감,http://www.edaily.co.kr/news/newspath.asp?newsid=01174246629281472,이데일리언론사 선정
"취약계층 지원 방문건강관리사업, 코로나19로 올스톱…의료 사각지대 커진다",http://www.kyeonggi.com/news/articleView.html?idxno=2394570,경기일보
끈질긴 코로나에 우울한 직장인들 '코로나 블루' 34%,http://news.mt.co.kr/mtview.php?no=2021121608151532366,머니투데이
코로나 여파로 성탄절 연휴 전세계 항공기 6000여편 못 떴다,https://www.hani.co.kr/arti/international/international_general/1024773.html,한겨레
코로나19: 전 세계 결항 사태...연말 연휴 계획에 차질,https://www.bbc.com/korean/international-59777863?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D,BBC
"골든블루 ""주류 제조 전문가 '마스터블렌더' 도전하세요""",http://www.fnnews.com/news/202112221021440869,파이낸셜뉴스
"'코로나19 이후 청소년들은 괜찮은가'…수원시청소년재단, 수원시 청소년 생활...",http://www.kyeonggi.com/news/articleView.html?idxno=2394541,경기일보
"노정훈 수원블루라이온스클럽 회장, ""모든 취약계층 보듬고파""",http://www.kyeonggi.com/news/articleView.html?idxno=2394488,경기일보
"[뉴스새벽배송]美 FDA, 화이자 '먹는 코로나19 치료제' 사용 승인",http://www.edaily.co.kr/news/newspath.asp?newsid=01367766629281472,이데일리언론사 선정
"""직원들 3명 중 1명은 '코로나 블루'""…기업 34% ""회사서 관리""",http://www.newsis.com/view/?id=NISX20211216_0001691236&cID=13001&pID=13000,뉴시스
팬데믹으로 돌아간 '위드 코로나'…경북동해안 '방역 비상',https://www.nocutnews.co.kr/news/5677276,노컷뉴스
'끝나긴 할까'…오미크론에 전 세계 코로나블루 심화,http://yna.kr/AKR20211214081300009?did=1195m,연합뉴스
"""코로나19로 감염병 사망 늘었지만, 자살률은 줄었다""",http://www.edaily.co.kr/news/newspath.asp?newsid=02866726629276880,이데일리언론사 선정
오미크론에 ‘위드 코로나’ 물거품… K콘텐츠는 세계적 인기,https://www.chosun.com/national/national_general/2021/12/28/HMXOUYS4TJFO5GASOFTKDEAJZM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보
"[출근길 인터뷰] 코로나 시대, 자원봉사 활동 변화…비대면·온라인 강화",http://www.yonhapnewstv.co.kr/MYH20211228005000038/?did=1825m,연합뉴스TV
농민들이 만든 영동와인 코로나극복 할인행사,https://www.seoul.co.kr/news/newsView.php?id=20211215500050&wlog_tag3=naver,서울신문
우리 가락 흥겨움에 '얼쑤~' 코로나 블루 '훌훌~',https://www.idaegu.co.kr/news/articleView.html?idxno=367532,대구신문
‘코로나 확찐자’ 됐나… 3040남성 절반이상 ‘비만’,https://www.donga.com/news/article/all/20211215/110788859/1,동아일보언론사 선정
"NHL, 코로나19 확산에 크리스마스까지 리그 일시 중단",http://yna.kr/AKR20211221125400007?did=1195m,연합뉴스
"YGPA, 코로나 블루 극복위한 근로자 힐링프로그램 운영",http://www.dailylog.co.kr/news/articleView.html?idxno=22627,데일리로그
'코로나 블루' 겪는 청년층…상담소 찾는 발길 는다,https://www.jnilbo.com/view/media/view?code=2021122115230181277,전남일보
[뉴스새벽배송]뉴욕증시 4거래일만 반등…美 코로나19 백신 접종 독려,http://www.edaily.co.kr/news/newspath.asp?newsid=01367766629281144,이데일리언론사 선정
"노라 존스 ""코로나19 팬데믹 속 캐럴 만들어…위로되길"" [N인터뷰]",https://www.news1.kr/articles/?4528945,뉴스1
'올 체인지' 위드 코로나 시대 개막,http://www.fortunekorea.co.kr/news/articleView.html?idxno=20773,포춘코리아
[잡채기 칼럼] 올해도 블루 크리스마스,https://www.newsclaim.co.kr/news/articleView.html?idxno=3002938,뉴스클레임
[스페셜주말 N]'코로나 블루' 처방엔 시즌 뮤지컬·공연이 딱이야~,http://www.namdonews.com/news/articleView.html?idxno=668411,남도일보
"코로나 시대, 지속가능한 군민의 행복 추구하자",http://www.newsgn.com/319634,뉴스경남
"코로나 블루, 국민 마음도 위중하다",https://www.joongang.co.kr/article/25033327,중앙SUNDAY
"美CDC, 코로나 확진자 격리기간 단축 검토…전문가들 긍정적",https://www.news1.kr/articles/?4533028,뉴스1
"'제6회 한국뮤지컬 어워즈', 코로나19 위기 속 '쇼 머스트 고 온'[종합]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=1147173,매일경제
거리두기 강화 속 연말연시…코로나 블루 날릴 선물 인기,https://www.ibabynews.com/news/articleView.html?idxno=101149,베이비뉴스
"기업 10곳 중 3곳 ""직원 '코로나 블루' 관리""…만족도·애사심 ↑",http://www.inews24.com/view/1433078,아이뉴스24
농민들이 만든 영동와인 코로나극복 할인행사,https://www.seoul.co.kr/news/newsView.php?id=20211215500050&wlog_tag3=naver,서울신문
우리 가락 흥겨움에 '얼쑤~' 코로나 블루 '훌훌~',https://www.idaegu.co.kr/news/articleView.html?idxno=367532,대구신문
‘코로나 확찐자’ 됐나… 3040남성 절반이상 ‘비만’,https://www.donga.com/news/article/all/20211215/110788859/1,동아일보언론사 선정
"NHL, 코로나19 확산에 크리스마스까지 리그 일시 중단",http://yna.kr/AKR20211221125400007?did=1195m,연합뉴스
"YGPA, 코로나 블루 극복위한 근로자 힐링프로그램 운영",http://www.dailylog.co.kr/news/articleView.html?idxno=22627,데일리로그
'코로나 블루' 겪는 청년층…상담소 찾는 발길 는다,https://www.jnilbo.com/view/media/view?code=2021122115230181277,전남일보
[뉴스새벽배송]뉴욕증시 4거래일만 반등…美 코로나19 백신 접종 독려,http://www.edaily.co.kr/news/newspath.asp?newsid=01367766629281144,이데일리언론사 선정
"노라 존스 ""코로나19 팬데믹 속 캐럴 만들어…위로되길"" [N인터뷰]",https://www.news1.kr/articles/?4528945,뉴스1
'올 체인지' 위드 코로나 시대 개막,http://www.fortunekorea.co.kr/news/articleView.html?idxno=20773,포춘코리아
[잡채기 칼럼] 올해도 블루 크리스마스,https://www.newsclaim.co.kr/news/articleView.html?idxno=3002938,뉴스클레임
"골든블루, '제6회 마스터블렌더 육성 프로젝트' 장학생 모집",https://news.mtn.co.kr/news-detail/?v=2021122210210846858,MTN
[스페셜주말 N]'코로나 블루' 처방엔 시즌 뮤지컬·공연이 딱이야~,http://www.namdonews.com/news/articleView.html?idxno=668411,남도일보
기업 10곳 중 3곳 이상 '직원 코로나 블루 관리',http://www.shinailbo.co.kr/news/articleView.html?idxno=1494447,신아일보
"코로나 시대, 지속가능한 군민의 행복 추구하자",http://www.newsgn.com/319634,뉴스경남
"코로나 블루, 국민 마음도 위중하다",https://www.joongang.co.kr/article/25033327,중앙SUNDAY
"美CDC, 코로나 확진자 격리기간 단축 검토…전문가들 긍정적",https://www.news1.kr/articles/?4533028,뉴스1
"'제6회 한국뮤지컬 어워즈', 코로나19 위기 속 '쇼 머스트 고 온'[종합]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=1147173,매일경제
거리두기 강화 속 연말연시…코로나 블루 날릴 선물 인기,https://www.ibabynews.com/news/articleView.html?idxno=101149,베이비뉴스
[히트상품] 코로나 극복~ 야외활동복 불티나네,http://www.dt.co.kr/contents.html?article_no=2021122102101932102001&ref=naver,디지털타임스
"'제6회 한국뮤지컬 어워즈', 코로나19 위기 속 '쇼 머스트 고 온'[종합]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=1147173,매일경제
거리두기 강화 속 연말연시…코로나 블루 날릴 선물 인기,https://www.ibabynews.com/news/articleView.html?idxno=101149,베이비뉴스
[히트상품] 코로나 극복~ 야외활동복 불티나네,http://www.dt.co.kr/contents.html?article_no=2021122102101932102001&ref=naver,디지털타임스
"K주류 이끌 전문가 키운다… 골든블루, 마스터블렌더 모집",http://www.fnnews.com/news/202112221838185270,파이낸셜뉴스
즐거운 마술쇼에 코로나 블루 '훌훌~',https://www.idaegu.co.kr/news/articleView.html?idxno=367298,대구신문
에코파크 '대청골 빛 예술제'서 코로나 블루 날리세요,http://yna.kr/AKR20211208058300004?did=1195m,연합뉴스
"`코로나 블루 인문학으로 극복`… 정부, 다양한 프로그램·강좌 늘린다",http://www.kbsm.net/default/index_view_page.php?idx=333260&part_idx=327,경북신문
"코로나19 시대, 진정한 휴식은 집에서...힐링가전 PICK 4",http://www.slist.kr/news/articleView.html?idxno=321940,싱글리스트
식탁 메뉴·선물가격 급등…‘블루 크리스마스’,http://news.heraldcorp.com/view.php?ud=20211220000532,헤럴드경제언론사 선정
"우즈, ‘코로나 블루’를 날려버리는 파이팅 [포토엔HD]",https://www.newsen.com/news_view.php?uid=202112201752035510,뉴스엔
코로나19에 20대 니트족 증가 ‘심상찮네’,http://www.jndn.com/article.php?aid=1640599934329064005,전남매일
"골든블루, 세계적 양조 전문가 육성 프로젝트 장학생 모집",http://www.taxtimes.co.kr/news/article.html?no=252892,세정신문
"코로나 블루… 한국인, 더 살찌고 정신건강 나빠져",http://news.kmib.co.kr/article/view.asp?arcid=0924222817&code=11132000&cp=nv,국민일보
코로나 한기 녹여 줄 온기···‘그래미 퀸’의 성탄 선물,https://www.seoul.co.kr/news/newsView.php?id=20211221500012&wlog_tag3=naver,서울신문
기업 10곳 중 3곳 “직원들의 ‘코로나 블루’ 관리한다”,http://www.skyedaily.com/news/news_view.html?ID=147734,스카이데일리
"김수로 ""멘붕"" 호소 통했다…공연장 코로나 취소시 100% 환급",https://www.joongang.co.kr/article/25031772,중앙일보언론사 선정
[기고]'블루오션' 메타버스에 올라타라,http://news.mt.co.kr/mtview.php?no=2021120917140562647,머니투데이
"“코로나 아웃”…마미손→신정환, 웃음부터 음악의 행복 ‘부캐전성시대’(종...",http://star.mbn.co.kr/view.php?year=2021&no=1135091&refer=portal,MBN
"“코로나 블루, 음악 치료로 극복해요!”…‘아트브뤼트’ 정신 의료에 접목",https://news.kbs.co.kr/news/view.do?ncd=5345275&ref=A,KBS언론사 선정
"정영주 ""공연계 코로나19 탓 힘 못내...배우로서 안타까워"" ('제6회 한국뮤지...",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=1147030,매일경제
"“코로나 블루, 음악 치료로 극복해요!”…‘아트브뤼트’ 정신 의료에 접목",https://news.kbs.co.kr/news/view.do?ncd=5345275&ref=A,KBS언론사 선정
㈜골든블루 '제6회 마스터블렌더' 육성 프로젝트 장학생 모집,http://www.nextdaily.co.kr/news/articleView.html?idxno=202023,넥스트데일리
"정영주 ""공연계 코로나19 탓 힘 못내...배우로서 안타까워"" ('제6회 한국뮤지...",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=1147030,매일경제
웹툰도 NFT로 가나… 반등 노리는 미스터블루,http://www.edaily.co.kr/news/newspath.asp?newsid=01098806629279176,이데일리
"""블루핸즈 기술인력 양성""…현대차 '2021 그랜드마스터 테크 페스타'",https://www.news1.kr/articles/?4522119,뉴스1
"다시 코로나, 그래도 ‘노멀’한 연말 보내고 싶어요! [SynchroniCITY]",https://weekly.donga.com/3/all/11/3076503/1,주간동아언론사 선정
이승기·김동현 털어놓은 코로나 블루→빈소년 합창단 준비(집사부일체)[어제...,https://www.newsen.com/news_view.php?uid=202112191654232310,뉴스엔
“코로나 블루 극복…병원 찾기 전 클래식 한 곡 어떠세요”,https://www.khan.co.kr/life/health/article/202112131423002,경향신문
코로나 위기에도 경북도 투자유치 빛났다,http://www.ksmnews.co.kr/default/index_view_page.php?idx=362029&part_idx=270,경상매일신문
영탁·정동원·박군 열창에 ‘코로나 블루’ 날렸다,http://www.busan.com/view/busan/view.php?code=2021121619180305332,부산일보
코로나로 뜬 '홈트'의 진화…AI로 자세교정부터 치매예방까지,http://news.mt.co.kr/mtview.php?no=2021121702590080414,머니투데이언론사 선정
"5대 공연장, 코로나로 공연 중단하면 대관료 100% 환불",http://www.newsis.com/view/?id=NISX20211213_0001685704&cID=10401&pID=10400,뉴시스
코로나 블루 타파할 뮤지컬 '젠틀맨스 가이드',http://www.newsculture.press/news/articleView.html?idxno=501187,뉴스컬처
"현대차, 전국 블루핸즈 엔지니어 방문평가…'그랜드마스터' 17명 선정",http://news.mk.co.kr/newsRead.php?no=1134558&year=2021,매일경제
"코로나에 한파 몰아쳐도, 크리스마스는 살아있다",http://www.econovill.com/news/articleView.html?idxno=560124,이코노믹리뷰
"카페 블루샥, 드라이브 스루 매장 오픈",http://www.joseilbo.com/news/news_read.php?uid=441433&class=17&grp=,조세일보
"""컬래버? 제시와 함께"" 키아라, 코로나블루 날려버릴 희망歌 '픽미업' [종합]",https://www.xportsnews.com/article/1510641,엑스포츠뉴스
[열린광장] WITH 코로나 시대의 학교 교육을 생각한다,http://www.jemin.com/news/articleView.html?idxno=729082,제민일보
[단독] 수치로 드러난 '코로나 블루'...정신적 문제 극단선택 10년來 최다,https://www.sedaily.com/NewsView/22V7QIILFY,서울경제언론사 선정
2021 슈퍼블루마라톤 버추얼런 성료…코로나에도 3000명 참여,https://www.seoul.co.kr/news/newsView.php?id=20211220500112&wlog_tag3=naver,서울신문
"청소년들, 등교 전면 중단에 코로나 블루 재발 우려… ""우울증 상담으로 극복...",http://www.medisobizanews.com/news/articleView.html?idxno=83903,메디소비자뉴스
하남시 ‘이동상담 마음톡톡’ 운영…코로나블루↓,http://www.fnnews.com/news/202112140717430580,파이낸셜뉴스
[포토] 트리만 홀로 반짝… 올해도 '블루 크리스마스',http://www.kyeongin.com/main/view.php?key=20211223010004185,경인일보
'부캐' 송해부터 영지까지…메타버스에서 만날 탈 코로나 [종합],https://www.hankyung.com/entertainment/article/202112146943H,한국경제
“시급 올려도 알바 못 구해” VS “대면직은 기피”…'위드 코로나'발 구인난...,http://www.segye.com/content/html/2021/12/13/20211213512421.html?OutUrl=naver,세계일보언론사 선정
"한혜란 도슨트 ‘차근차근 클래식’, 코로나 블루 치유 앞장",http://news.heraldcorp.com/view.php?ud=20211213000703,헤럴드경제
"시민 70% ""교육정책 만족""… 교육당국 코로나 대응 '합격점'",http://www.fnnews.com/news/202112081828557090,파이낸셜뉴스
'코로나 블루' 예방·치유 '마음챙김' 사업 마무리,https://www.news1.kr/articles/?4514348,뉴스1
"NHL, 코로나19 확산에 25일까지 리그 중단…총 49경기 연기",http://stoo.com/article.php?aid=76546960916,스포츠투데이
"에이블루, 장애인 자립 지원위해 우성원에 커블체어 기부",https://view.asiae.co.kr/article/2021122009570952635,아시아경제
"[2021년 12월 29일 총리·장차관 주요일정]김부겸 국무총리, 코로나19 중대본...",http://www.mediapen.com/news/view/689430,미디어펜
"“포스트 코로나 시장변화 대응”..NH투자증권, 영업채널 전문화 조직개편",http://kpenews.com/View.aspx?No=2156289,한국정경신문
코로나19에도 미술계는 뜨거웠다 [2021 결산-미술],https://www.news1.kr/articles/?4525648,뉴스1
"포스트 코로나 시대, 제주가 가야할 길은?",http://www.jejusori.net/news/articleView.html?idxno=336446,제주의소리
"여수광양항만공사, 코로나 우울 극복을 위한 '근로자 힐링 프로그램' 운영",http://www.newsworker.co.kr/news/articleView.html?idxno=141285,뉴스워커
미국 코로나 누적 사망 80만명… 백신 접종 1년 ‘우울한 기록’,http://news.kmib.co.kr/article/view.asp?arcid=0924222769&code=11141400&cp=nv,국민일보
“코로나로 취소 땐 대관료 환불”… ‘공연장 갑질’ 사라진다,https://www.seoul.co.kr/news/newsView.php?id=20211214020025&wlog_tag3=naver,서울신문언론사 선정
하남시 '코로나 블루' 시민들에 '찾아가는 이동상담 마음톡톡' 진행,http://www.kihoilbo.co.kr/news/articleView.html?idxno=958630,기호일보
[연극 <섹스인더시티>] '코로나 번아웃' 간호사 연극으로 위로·치유,http://www.labortoday.co.kr/news/articleView.html?idxno=206486,매일노동뉴스
"5대 공연장, 코로나로 공연 취소되면 계약금 100% 환불",https://www.chosun.com/economy/economy_general/2021/12/13/YFGS2LBKKZCJDICYZMV6SVY3N4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보
"[기고] 코로나 팬데믹 시대, 당신의 마음은 안녕하신가요?",http://www.jemin.com/news/articleView.html?idxno=729020,제민일보
"코로나로 꽁꽁 얼어붙은 현실, 화폭에 반영",http://www.ksilbo.co.kr/news/articleView.html?idxno=922187,경상일보
"하남시, 코로나 블루 시민대상 '찾아가는 이동상담 마음톡톡' 운영 호응",http://www.incheonilbo.com/news/articleView.html?idxno=1124167,인천일보
"[식품오늘] CJ제일제당 ""2050 탄소중립 실현""…골든블루, 마스터블렌더 육성 ...",http://www.sisaon.co.kr/news/articleView.html?idxno=134664,시사오늘
"""반복되는 대유행, 지친다""…오미크론이 코로나블루 키웠다",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4659315,MBN
현대차 블루핸즈 우수 엔지니어 '그랜드마스터' 17명 탄생,https://www.dailian.co.kr/news/view/1062888/?sc=Naver,데일리안
"롯데홈쇼핑, ""코로나19 장기화로 야외활동 관련상품 소비 집중""",http://www.datanews.co.kr/news/article.html?no=117697,데이터뉴스
"[B그라운드] 코로나 쇼크에도 ‘Show Must Go On’, 제6회 한국뮤지컬어워즈",https://www.viva100.com/main/view.php?key=20211224010007318,브릿지경제
"NH투자증권, 포스트 코로나 대응해 조직 개편",https://www.cnbnews.com/news/article.html?no=525421,CNB뉴스
"기업 34%, 직원 코로나 블루 관리..자유로운 연차 사용·워라밸 1위",http://www.breaknews.com/856452,브레이크뉴스
"“지역경제 발전, 인천공항이 함께 합니다”… 코로나19 위기 극복 캠페인",http://moneys.mt.co.kr/news/mwView.php?no=2021121515488081686,머니S
[유용하 기자의 사이언스 톡] 코로나 시대 ‘위드 운동’으로 치매 예방하세요,https://www.seoul.co.kr/news/newsView.php?id=20211209023002&wlog_tag3=naver,서울신문언론사 선정
"“코로나 블루, 반려식물과 함께 이겨내요”",https://news.kbs.co.kr/news/view.do?ncd=5337771&ref=A,KBS
"기업 10곳 중 3곳 ""직원들 코로나 블루 관리""",http://sports.chosun.com/news/ntype.htm?id=202112180100112680006904&servicedate=20211217,스포츠조선
[4·7 재선거 이후 달라진 남구 구정]고래 콘텐츠 바탕 코로나 시대 '문화도시...,http://www.ksilbo.co.kr/news/articleView.html?idxno=921805,경상일보
"㈜블루인더스, 의약외품 보건용 KF80, KF94 새부리형 컬러마스크 출시",http://www.fashionbiz.co.kr/TN/?cate=2&recom=2&idx=188882,패션비즈
